sequence_id,student_id,student_name,session_number,step_number,piece_category,strategy_used,time_seconds,success,difficulty_perceived,notes
SEQ_STU_001_00,STU_001,Cassie,1,22,internal,random_opportunistic,8.9,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,23,edge,random_opportunistic,14.65,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,24,internal,random_opportunistic,8.23,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,25,internal,random_opportunistic,12.82,True,10,Recognized pattern from earlier
SEQ_STU_001_00,STU_001,Cassie,1,26,internal,random_opportunistic,4.95,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,27,internal,random_opportunistic,4.63,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,28,internal,random_opportunistic,13.95,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,29,edge,random_opportunistic,14.24,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,30,internal,random_opportunistic,10.19,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,31,internal,random_opportunistic,11.22,True,6,Muttered something about the sky
SEQ_STU_001_00,STU_001,Cassie,1,32,internal,random_opportunistic,7.22,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,33,internal,random_opportunistic,12.35,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,34,internal,random_opportunistic,4.85,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,35,edge,random_opportunistic,12.98,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,36,internal,random_opportunistic,12.63,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,37,internal,random_opportunistic,4.57,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,38,internal,random_opportunistic,4.67,False,10,
SEQ_STU_001_00,STU_001,Cassie,1,39,internal,random_opportunistic,14.64,True,1,
SEQ_STU_001_00,STU_001,Cassie,1,40,internal,random_opportunistic,4.42,False,3,
SEQ_STU_001_00,STU_001,Cassie,1,41,internal,random_opportunistic,6.69,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,42,internal,random_opportunistic,12.16,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,43,internal,random_opportunistic,3.51,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,44,internal,random_opportunistic,8.63,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,45,internal,random_opportunistic,12.05,False,4,
SEQ_STU_001_00,STU_001,Cassie,1,46,internal,random_opportunistic,5.4,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,47,edge,random_opportunistic,14.3,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,48,edge,random_opportunistic,12.37,True,10,Muttered something about the sky
SEQ_STU_001_00,STU_001,Cassie,1,49,edge,random_opportunistic,12.16,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,50,edge,random_opportunistic,5.06,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,51,internal,random_opportunistic,14.05,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,52,internal,random_opportunistic,11.08,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,53,edge,random_opportunistic,8.09,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,54,internal,random_opportunistic,6.77,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,55,internal,random_opportunistic,7.34,True,1,Took break after this piece
SEQ_STU_001_00,STU_001,Cassie,1,56,internal,random_opportunistic,4.39,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,57,internal,random_opportunistic,13.09,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,58,internal,random_opportunistic,8.14,False,8,
SEQ_STU_001_00,STU_001,Cassie,1,59,internal,random_opportunistic,7.41,False,8,
SEQ_STU_001_00,STU_001,Cassie,1,60,edge,random_opportunistic,7.76,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,61,edge,random_opportunistic,7.74,False,3,Grouped similar colors together
SEQ_STU_001_00,STU_001,Cassie,1,62,edge,random_opportunistic,7.06,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,63,internal,random_opportunistic,13.06,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,64,internal,random_opportunistic,12.08,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,65,edge,random_opportunistic,14.85,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,66,internal,random_opportunistic,6.01,True,3,Tried piece upside down first
SEQ_STU_001_00,STU_001,Cassie,1,67,internal,random_opportunistic,12.96,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,68,internal,random_opportunistic,11.15,True,10,Almost gave up on this section
SEQ_STU_001_00,STU_001,Cassie,1,69,edge,random_opportunistic,10.93,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,70,internal,random_opportunistic,10.95,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,71,edge,random_opportunistic,13.32,True,1,
SEQ_STU_001_00,STU_001,Cassie,1,72,internal,random_opportunistic,13.56,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,73,internal,random_opportunistic,8.31,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,74,internal,random_opportunistic,12.35,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,75,internal,random_opportunistic,7.67,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,76,edge,random_opportunistic,11.22,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,77,internal,random_opportunistic,9.08,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,78,internal,random_opportunistic,10.4,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,79,internal,random_opportunistic,3.34,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,80,internal,random_opportunistic,11.9,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,81,internal,random_opportunistic,8.14,True,1,
SEQ_STU_001_00,STU_001,Cassie,1,82,internal,random_opportunistic,5.97,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,83,internal,random_opportunistic,4.37,True,6,Smiled when piece fit
SEQ_STU_001_00,STU_001,Cassie,1,84,internal,random_opportunistic,9.82,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,85,internal,random_opportunistic,14.83,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,86,internal,random_opportunistic,12.7,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,87,internal,random_opportunistic,9.03,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,88,internal,random_opportunistic,8.23,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,89,internal,random_opportunistic,9.43,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,90,internal,random_opportunistic,7.82,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,91,edge,random_opportunistic,9.94,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,92,internal,random_opportunistic,9.37,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,93,internal,random_opportunistic,6.62,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,94,internal,random_opportunistic,7.97,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,95,internal,random_opportunistic,9.57,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,96,internal,random_opportunistic,9.92,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,97,edge,random_opportunistic,10.66,False,7,
SEQ_STU_001_00,STU_001,Cassie,1,98,internal,random_opportunistic,11.72,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,99,internal,random_opportunistic,5.88,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,100,internal,random_opportunistic,12.96,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,101,internal,random_opportunistic,6.44,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,102,internal,random_opportunistic,5.86,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,103,internal,random_opportunistic,6.73,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,104,internal,random_opportunistic,13.87,True,3,Recognized pattern from earlier
SEQ_STU_001_00,STU_001,Cassie,1,105,internal,random_opportunistic,10.9,True,1,
SEQ_STU_001_00,STU_001,Cassie,1,106,internal,random_opportunistic,8.83,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,107,internal,random_opportunistic,6.58,False,7,
SEQ_STU_001_00,STU_001,Cassie,1,108,internal,random_opportunistic,11.06,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,109,edge,random_opportunistic,9.85,False,9,
SEQ_STU_001_00,STU_001,Cassie,1,110,edge,random_opportunistic,9.97,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,111,internal,random_opportunistic,4.47,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,112,internal,random_opportunistic,12.67,False,4,
SEQ_STU_001_00,STU_001,Cassie,1,113,internal,random_opportunistic,5.1,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,114,edge,random_opportunistic,3.67,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,115,internal,random_opportunistic,8.09,False,3,
SEQ_STU_001_00,STU_001,Cassie,1,116,internal,random_opportunistic,11.59,True,10,Tried piece upside down first
SEQ_STU_001_00,STU_001,Cassie,1,117,internal,random_opportunistic,11.29,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,118,internal,random_opportunistic,14.5,False,2,
SEQ_STU_001_00,STU_001,Cassie,1,119,internal,random_opportunistic,5.84,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,120,internal,random_opportunistic,14.02,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,121,internal,random_opportunistic,13.31,False,6,
SEQ_STU_001_00,STU_001,Cassie,1,122,internal,random_opportunistic,12.2,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,123,internal,random_opportunistic,12.88,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,124,internal,random_opportunistic,6.99,False,2,
SEQ_STU_001_00,STU_001,Cassie,1,125,edge,random_opportunistic,11.38,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,126,internal,random_opportunistic,12.76,True,1,
SEQ_STU_001_00,STU_001,Cassie,1,127,internal,random_opportunistic,10.7,True,3,Grouped similar colors together
SEQ_STU_001_00,STU_001,Cassie,1,128,internal,random_opportunistic,10.54,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,129,internal,random_opportunistic,9.2,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,130,internal,random_opportunistic,6.83,False,3,
SEQ_STU_001_00,STU_001,Cassie,1,131,internal,random_opportunistic,11.25,True,4,Frustration visible
SEQ_STU_001_00,STU_001,Cassie,1,132,internal,random_opportunistic,5.18,False,10,
SEQ_STU_001_00,STU_001,Cassie,1,133,edge,random_opportunistic,14.38,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,134,internal,random_opportunistic,14.69,True,3,Muttered something about the sky
SEQ_STU_001_00,STU_001,Cassie,1,135,internal,random_opportunistic,8.15,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,136,internal,random_opportunistic,9.81,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,137,internal,random_opportunistic,14.14,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,138,internal,random_opportunistic,13.34,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,139,internal,random_opportunistic,8.18,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,140,internal,random_opportunistic,5.27,True,3,Recognized pattern from earlier
SEQ_STU_001_00,STU_001,Cassie,1,141,internal,random_opportunistic,5.83,False,6,
SEQ_STU_001_00,STU_001,Cassie,1,142,internal,random_opportunistic,10.77,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,143,internal,random_opportunistic,14.69,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,144,internal,random_opportunistic,11.83,True,9,Frustration visible
SEQ_STU_001_00,STU_001,Cassie,1,145,internal,random_opportunistic,14.17,False,10,
SEQ_STU_001_00,STU_001,Cassie,1,146,edge,random_opportunistic,14.61,True,1,Asked for hint (denied)
SEQ_STU_001_00,STU_001,Cassie,1,147,internal,random_opportunistic,10.44,False,6,
SEQ_STU_001_00,STU_001,Cassie,1,148,internal,random_opportunistic,13.71,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,149,internal,random_opportunistic,8.91,False,3,Asked for hint (denied)
SEQ_STU_001_00,STU_001,Cassie,1,150,internal,random_opportunistic,8.2,True,1,
SEQ_STU_001_00,STU_001,Cassie,1,151,internal,random_opportunistic,8.99,True,7,
SEQ_STU_001_00,STU_001,Cassie,1,152,edge,random_opportunistic,13.52,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,153,internal,random_opportunistic,8.23,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,154,internal,random_opportunistic,4.82,True,3,Finally found the matching piece
SEQ_STU_001_00,STU_001,Cassie,1,155,internal,random_opportunistic,3.43,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,156,internal,random_opportunistic,14.94,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,157,internal,random_opportunistic,9.73,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,158,internal,random_opportunistic,4.12,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,159,edge,random_opportunistic,12.87,False,10,
SEQ_STU_001_00,STU_001,Cassie,1,160,internal,random_opportunistic,14.98,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,161,internal,random_opportunistic,14.04,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,162,internal,random_opportunistic,3.31,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,163,internal,random_opportunistic,4.27,True,2,
SEQ_STU_001_00,STU_001,Cassie,1,164,internal,random_opportunistic,11.49,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,165,internal,random_opportunistic,3.07,True,8,
SEQ_STU_001_00,STU_001,Cassie,1,166,edge,random_opportunistic,11.78,True,1,
SEQ_STU_001_00,STU_001,Cassie,1,167,internal,random_opportunistic,6.4,True,9,
SEQ_STU_001_00,STU_001,Cassie,1,168,internal,random_opportunistic,7.58,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,169,internal,random_opportunistic,13.39,True,4,
SEQ_STU_001_00,STU_001,Cassie,1,170,internal,random_opportunistic,12.35,True,3,
SEQ_STU_001_00,STU_001,Cassie,1,171,internal,random_opportunistic,8.89,True,5,
SEQ_STU_001_00,STU_001,Cassie,1,172,internal,random_opportunistic,10.24,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,173,internal,random_opportunistic,8.88,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,174,internal,random_opportunistic,4.08,True,10,
SEQ_STU_001_00,STU_001,Cassie,1,175,internal,random_opportunistic,10.57,True,6,
SEQ_STU_001_00,STU_001,Cassie,1,176,internal,random_opportunistic,11.12,False,9,
SEQ_STU_001_00,STU_001,Cassie,1,177,internal,random_opportunistic,9.3,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,1,internal,random_opportunistic,6.6,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,2,internal,random_opportunistic,9.28,True,9,Tried piece upside down first
SEQ_STU_001_01,STU_001,Cassie,2,3,edge,random_opportunistic,9.16,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,4,internal,random_opportunistic,11.64,True,10,Asked for hint (denied)
SEQ_STU_001_01,STU_001,Cassie,2,5,internal,random_opportunistic,3.2,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,6,internal,random_opportunistic,3.54,False,5,
SEQ_STU_001_01,STU_001,Cassie,2,7,internal,random_opportunistic,11.69,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,8,internal,random_opportunistic,14.02,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,9,internal,random_opportunistic,10.25,True,1,Almost gave up on this section
SEQ_STU_001_01,STU_001,Cassie,2,10,internal,random_opportunistic,3.16,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,11,edge,random_opportunistic,14.59,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,12,internal,random_opportunistic,14.69,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,13,internal,random_opportunistic,4.05,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,14,internal,random_opportunistic,11.35,False,4,
SEQ_STU_001_01,STU_001,Cassie,2,15,internal,random_opportunistic,4.74,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,16,internal,random_opportunistic,6.61,True,7,Finally found the matching piece
SEQ_STU_001_01,STU_001,Cassie,2,17,internal,random_opportunistic,13.83,False,8,Took break after this piece
SEQ_STU_001_01,STU_001,Cassie,2,18,internal,random_opportunistic,10.02,True,7,Tried piece upside down first
SEQ_STU_001_01,STU_001,Cassie,2,19,internal,random_opportunistic,4.23,False,8,
SEQ_STU_001_01,STU_001,Cassie,2,20,edge,random_opportunistic,10.15,False,1,
SEQ_STU_001_01,STU_001,Cassie,2,21,edge,random_opportunistic,8.83,True,8,
SEQ_STU_001_01,STU_001,Cassie,2,22,internal,random_opportunistic,3.73,True,6,
SEQ_STU_001_01,STU_001,Cassie,2,23,internal,random_opportunistic,6.21,False,2,
SEQ_STU_001_01,STU_001,Cassie,2,24,internal,random_opportunistic,14.27,True,7,Recognized pattern from earlier
SEQ_STU_001_01,STU_001,Cassie,2,25,internal,random_opportunistic,11.71,True,4,
SEQ_STU_001_01,STU_001,Cassie,2,26,internal,random_opportunistic,10.05,False,8,
SEQ_STU_001_01,STU_001,Cassie,2,27,internal,random_opportunistic,6.52,False,6,
SEQ_STU_001_01,STU_001,Cassie,2,28,internal,random_opportunistic,12.6,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,29,internal,random_opportunistic,4.03,True,4,
SEQ_STU_001_01,STU_001,Cassie,2,30,internal,random_opportunistic,8.91,False,8,
SEQ_STU_001_01,STU_001,Cassie,2,31,internal,random_opportunistic,5.51,False,6,
SEQ_STU_001_01,STU_001,Cassie,2,32,internal,random_opportunistic,7.28,True,9,Almost gave up on this section
SEQ_STU_001_01,STU_001,Cassie,2,33,internal,random_opportunistic,7.05,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,34,internal,random_opportunistic,8.84,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,35,internal,random_opportunistic,9.68,False,9,
SEQ_STU_001_01,STU_001,Cassie,2,36,internal,random_opportunistic,4.25,False,8,
SEQ_STU_001_01,STU_001,Cassie,2,37,internal,random_opportunistic,14.55,False,10,
SEQ_STU_001_01,STU_001,Cassie,2,38,internal,random_opportunistic,13.3,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,39,internal,random_opportunistic,5.0,False,6,
SEQ_STU_001_01,STU_001,Cassie,2,40,internal,random_opportunistic,6.51,True,8,
SEQ_STU_001_01,STU_001,Cassie,2,41,internal,random_opportunistic,4.19,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,42,internal,random_opportunistic,5.42,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,43,internal,random_opportunistic,12.71,True,3,Frustration visible
SEQ_STU_001_01,STU_001,Cassie,2,44,internal,random_opportunistic,11.58,True,4,
SEQ_STU_001_01,STU_001,Cassie,2,45,internal,random_opportunistic,12.04,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,46,internal,random_opportunistic,7.96,False,9,
SEQ_STU_001_01,STU_001,Cassie,2,47,internal,random_opportunistic,7.34,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,48,internal,random_opportunistic,9.21,True,6,
SEQ_STU_001_01,STU_001,Cassie,2,49,internal,random_opportunistic,12.27,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,50,edge,random_opportunistic,10.7,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,51,edge,random_opportunistic,8.03,False,6,
SEQ_STU_001_01,STU_001,Cassie,2,52,internal,random_opportunistic,3.09,False,10,
SEQ_STU_001_01,STU_001,Cassie,2,53,internal,random_opportunistic,11.4,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,54,internal,random_opportunistic,10.42,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,55,internal,random_opportunistic,13.57,True,6,
SEQ_STU_001_01,STU_001,Cassie,2,56,internal,random_opportunistic,11.63,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,57,edge,random_opportunistic,4.11,True,6,
SEQ_STU_001_01,STU_001,Cassie,2,58,internal,random_opportunistic,4.92,False,9,
SEQ_STU_001_01,STU_001,Cassie,2,59,internal,random_opportunistic,5.9,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,60,internal,random_opportunistic,3.72,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,61,internal,random_opportunistic,3.57,True,10,
SEQ_STU_001_01,STU_001,Cassie,2,62,internal,random_opportunistic,8.44,True,10,
SEQ_STU_001_01,STU_001,Cassie,2,63,edge,random_opportunistic,13.73,True,4,
SEQ_STU_001_01,STU_001,Cassie,2,64,edge,random_opportunistic,6.41,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,65,internal,random_opportunistic,5.97,True,4,
SEQ_STU_001_01,STU_001,Cassie,2,66,internal,random_opportunistic,7.34,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,67,internal,random_opportunistic,3.98,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,68,internal,random_opportunistic,8.35,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,69,internal,random_opportunistic,9.23,False,10,
SEQ_STU_001_01,STU_001,Cassie,2,70,internal,random_opportunistic,8.08,True,8,
SEQ_STU_001_01,STU_001,Cassie,2,71,internal,random_opportunistic,8.0,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,72,edge,random_opportunistic,8.49,False,2,
SEQ_STU_001_01,STU_001,Cassie,2,73,internal,random_opportunistic,8.47,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,74,edge,random_opportunistic,14.42,False,2,
SEQ_STU_001_01,STU_001,Cassie,2,75,internal,random_opportunistic,9.86,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,76,internal,random_opportunistic,14.89,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,77,edge,random_opportunistic,4.71,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,78,internal,random_opportunistic,5.59,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,79,internal,random_opportunistic,13.45,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,80,internal,random_opportunistic,13.8,True,10,
SEQ_STU_001_01,STU_001,Cassie,2,81,internal,random_opportunistic,4.66,True,8,
SEQ_STU_001_01,STU_001,Cassie,2,82,internal,random_opportunistic,11.73,True,10,
SEQ_STU_001_01,STU_001,Cassie,2,83,internal,random_opportunistic,5.79,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,84,internal,random_opportunistic,13.68,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,85,internal,random_opportunistic,9.86,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,86,edge,random_opportunistic,4.02,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,87,internal,random_opportunistic,9.26,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,88,internal,random_opportunistic,14.23,False,5,
SEQ_STU_001_01,STU_001,Cassie,2,89,edge,random_opportunistic,5.94,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,90,internal,random_opportunistic,7.82,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,91,internal,random_opportunistic,5.17,False,6,
SEQ_STU_001_01,STU_001,Cassie,2,92,internal,random_opportunistic,4.09,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,93,internal,random_opportunistic,6.07,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,94,internal,random_opportunistic,3.71,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,95,internal,random_opportunistic,4.18,True,6,
SEQ_STU_001_01,STU_001,Cassie,2,96,internal,random_opportunistic,14.3,True,4,
SEQ_STU_001_01,STU_001,Cassie,2,97,internal,random_opportunistic,10.03,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,98,internal,random_opportunistic,4.38,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,99,internal,random_opportunistic,8.81,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,100,internal,random_opportunistic,14.56,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,101,edge,random_opportunistic,4.51,True,2,
SEQ_STU_001_01,STU_001,Cassie,2,102,internal,random_opportunistic,9.01,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,103,internal,random_opportunistic,9.45,False,9,
SEQ_STU_001_01,STU_001,Cassie,2,104,internal,random_opportunistic,3.01,False,10,
SEQ_STU_001_01,STU_001,Cassie,2,105,internal,random_opportunistic,14.66,True,8,
SEQ_STU_001_01,STU_001,Cassie,2,106,internal,random_opportunistic,6.01,False,4,
SEQ_STU_001_01,STU_001,Cassie,2,107,internal,random_opportunistic,9.12,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,108,internal,random_opportunistic,6.61,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,109,internal,random_opportunistic,14.99,True,9,
SEQ_STU_001_01,STU_001,Cassie,2,110,internal,random_opportunistic,6.82,True,8,
SEQ_STU_001_01,STU_001,Cassie,2,111,internal,random_opportunistic,10.95,True,8,
SEQ_STU_001_01,STU_001,Cassie,2,112,internal,random_opportunistic,6.94,True,1,
SEQ_STU_001_01,STU_001,Cassie,2,113,internal,random_opportunistic,3.05,True,7,
SEQ_STU_001_01,STU_001,Cassie,2,114,internal,random_opportunistic,11.36,True,9,Almost gave up on this section
SEQ_STU_001_01,STU_001,Cassie,2,115,internal,random_opportunistic,9.46,True,6,
SEQ_STU_001_01,STU_001,Cassie,2,116,edge,random_opportunistic,7.52,True,3,
SEQ_STU_001_01,STU_001,Cassie,2,117,internal,random_opportunistic,12.74,True,6,
SEQ_STU_001_01,STU_001,Cassie,2,118,internal,random_opportunistic,8.33,True,5,
SEQ_STU_001_01,STU_001,Cassie,2,119,internal,random_opportunistic,11.51,True,10,
